Table: Total Primary Energy Consumption per Capita (Million Btu per Person);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009
Luxembourg;;389.56574;346.43113;329.40231;313.16497;337.45627;341.49373;338.74102;334.16242;343.08298;364.84246;377.87936;404.39339;396.48279;408.45056;388.06049;339.76446;341.31479;337.56277;324.45912;337.4543;350.71141;362.89095;376.88237;391.69289;426.59758;430.06366;423.8832;415.26063;402.86276;352.59204
Macedonia;;--;--;--;--;--;--;--;--;--;--;--;--;63.36772;62.79259;57.82413;58.98703;63.42131;61.71349;70.10467;64.36358;57.1104;52.55484;52.50183;57.62683;58.52391;59.69493;58.92898;58.19269;58.09871;57.06789
Malta;;51.86375;56.54158;61.38155;44.60653;63.95095;52.81835;60.58382;67.62736;75.4074;81.55104;84.89318;85.57033;84.67354;93.80981;96.05797;89.29982;92.02526;97.53389;101.2634;114.84583;100.49768;83.94837;100.0998;99.32382;100.12153;103.42671;97.55434;102.95814;105.44102;103.69294
Montenegro;;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;50.28385;52.28942;53.45887;61.70889
Netherlands;;226.60093;211.09103;200.75515;195.96567;199.83022;207.68347;215.68331;220.35406;219.51692;219.49518;221.43997;231.97129;228.51981;231.69649;228.04351;231.32206;240.42189;237.09847;235.08553;233.02041;238.49879;245.32574;244.37671;246.59584;251.96328;257.37444;250.94928;251.86547;248.5027;242.27644
Norway;;328.2326;338.64408;327.24783;356.06965;369.86817;372.67696;370.07215;375.74149;380.24249;395.54694;403.30873;380.0663;399.52342;396.70914;387.51071;409.61538;385.13062;397.66307;406.9781;422.38778;436.07294;414.44663;426.68484;399.68133;413.61208;428.52755;392.10876;418.72966;418.07787;407.89455
Poland;;142.44643;127.48728;126.52945;125.6129;128.8482;131.98152;133.31949;136.77747;133.57056;128.02265;103.6238;101.18236;99.93339;103.14553;99.00132;95.87492;107.16604;105.66878;99.52107;102.83851;93.7588;89.39419;89.01833;92.51757;95.95255;95.27204;99.92021;100.18104;101.02357;103.50843
Portugal;;44.12957;37.46722;49.35695;50.67659;53.47855;54.13926;57.45751;59.32247;65.65061;70.57051;75.31752;75.39016;76.18977;77.11812;80.5706;83.47111;86.7275;89.86915;95.21111;99.48759;103.48302;104.45687;103.69543;106.50544;105.57427;105.10244;102.11625;104.0297;99.11682;98.11777
Romania;;124.35393;124.20146;129.15605;131.53952;128.18135;128.25102;131.09694;133.77281;131.43574;135.88849;123.10717;96.76944;89.96542;82.10827;82.16997;88.82205;90.65116;89.76974;77.14644;70.85748;70.65909;76.53144;75.27982;73.11359;75.93359;77.09357;77.71991;77.1498;76.23714;66.06962
Serbia;;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;80.0314;78.82969;76.54901;77.00199
Slovakia;;--;--;--;--;--;--;--;--;--;--;--;--;--;146.29548;139.52483;149.9142;146.26425;144.08465;143.40098;142.60077;145.35493;152.90964;154.92882;150.37121;147.29065;152.01735;150.70176;144.41819;147.04314;132.22663
Slovenia;;--;--;--;--;--;--;--;--;--;--;--;--;116.09363;115.61926;123.64228;138.82653;151.14148;144.83818;144.84144;146.39001;145.62557;148.62571;150.1336;149.59042;156.15922;158.03757;157.95923;156.38876;167.94854;163.13987
Spain;;81.20063;81.85397;87.71564;89.5464;84.74176;86.60126;87.6375;89.87415;95.87376;98.37643;99.6881;105.08453;104.13436;101.43436;105.29168;108.47823;110.64059;117.65929;122.85224;128.29168;136.27139;140.96407;140.90492;145.97845;148.59737;148.73443;147.45596;148.5212;141.76389;131.2498
Sweden;;249.62463;245.41476;226.11037;232.62291;243.34173;259.38744;262.34429;269.2116;263.31799;257.85345;257.74033;255.24608;257.32885;255.79129;255.69693;259.99608;255.50979;260.31101;269.7181;265.59192;254.19639;268.74947;254.01525;241.56304;256.47741;258.62723;244.9762;248.32084;245.22717;229.96649
Switzerland;;177.72796;163.91336;159.34339;166.46732;162.03988;175.26781;175.69621;174.98915;176.46518;169.67653;172.04018;175.93136;175.75691;172.95618;174.29393;172.34399;168.31716;170.87426;174.54422;182.3282;177.59736;183.74063;173.65535;174.96368;172.59937;167.79073;169.97797;169.12432;173.17729;171.8925
Turkey;;23.10571;21.11115;23.69044;23.88928;24.59509;26.15935;28.73394;31.09369;31.35062;32.5075;34.88406;35.80773;36.22076;38.92199;36.63159;40.19639;43.6033;45.64857;45.94031;43.85502;46.97244;42.30204;45.27701;47.02028;49.03905;51.38279;55.21295;58.7433;56.59623;52.57822
United Kingdom;;156.42099;150.49254;148.0687;148.57989;149.17439;153.77533;156.23057;158.34392;157.92813;161.67441;160.94729;164.72955;159.94932;164.73316;163.68138;161.79048;171.49862;166.06069;165.28404;165.51133;163.78906;165.66049;162.77702;164.10083;164.39624;163.42715;160.44191;153.50922;151.02398;143.04411
Eurasia;;175.74763;176.12256;182.19855;184.82019;194.02348;200.477;205.08044;208.09647;213.21401;209.73324;211.45371;198.66628;182.15199;163.46764;151.28612;145.16729;136.77922;129.53114;127.87774;131.80269;135.73258;134.96018;140.07772;145.39592;149.33775;150.21667;148.98527;154.52477;158.21495;141.89078
Armenia;;--;--;--;--;--;--;--;--;--;--;--;--;59.1546;45.03702;42.9374;43.72719;55.39003;47.60412;50.07025;51.06781;53.39789;54.36554;54.39309;58.43516;60.38476;67.57968;68.47422;74.40993;72.75455;70.23157
Azerbaijan;;--;--;--;--;--;--;--;--;--;--;--;--;132.95998;102.37417;101.66141;96.81446;84.6204;83.0678;70.44572;72.52465;66.59177;66.33323;75.06292;75.91649;79.71932;81.97665;86.38328;72.75625;87.5996;82.60588
Belarus;;--;--;--;--;--;--;--;--;--;--;--;--;149.53361;121.30937;105.08948;98.96341;99.25708;98.33625;96.73647;98.04987;104.86035;96.26996;91.15574;99.39885;96.50969;114.58864;118.19736;122.15498;115.65823;108.6018
Estonia;;--;--;--;--;--;--;--;--;--;--;--;--;190.78234;127.1659;129.32318;121.39827;157.88929;153.0531;165.02567;138.32997;142.26018;148.82351;149.53626;165.57923;173.3975;174.16382;174.4793;188.03872;186.04141;158.91312
Former U.S.S.R.;;175.74763;176.12256;182.19855;184.82019;194.02348;200.477;205.08044;208.09647;213.21401;209.73324;211.45371;198.66628;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
Georgia;;--;--;--;--;--;--;--;--;--;--;--;--;61.17171;36.41391;30.22879;30.09472;32.1668;33.47696;34.09574;29.9143;28.78766;26.58755;31.20654;28.09121;28.77027;32.07429;29.58663;35.4614;37.12676;38.24715
Kazakhstan;;--;--;--;--;--;--;--;--;--;--;--;--;207.28582;173.54681;141.7887;119.93283;125.06337;108.96446;106.59921;118.76915;121.9725;128.56761;132.1706;120.81108;144.17332;147.11803;156.0417;155.93587;154.19747;143.34842
Kyrgyzstan;;--;--;--;--;--;--;--;--;--;--;--;--;65.05212;54.23474;52.22795;42.0198;49.89629;46.77362;46.20343;49.18526;49.75419;46.4706;38.89581;40.61354;41.69956;40.84738;41.31863;38.42149;33.14849;30.6284
Latvia;;--;--;--;--;--;--;--;--;--;--;--;--;85.30147;64.00847;64.08043;69.38397;69.97062;66.39666;66.41589;61.82684;64.86253;68.23957;65.80024;69.17103;76.17855;80.91841;81.04927;82.43009;72.70522;79.6844
Lithuania;;--;--;--;--;--;--;--;--;--;--;--;--;128.91346;102.01771;96.4588;103.06612;98.39056;97.95842;106.7831;83.20941;81.35321;86.89285;93.73055;97.41068;97.88419;98.02802;98.37024;107.89759;105.07275;102.24967
Moldova;;--;--;--;--;--;--;--;--;--;--;--;--;63.80199;45.41987;35.23175;31.40379;34.2301;34.77707;31.40028;25.03321;25.08407;24.50166;27.24059;29.95529;28.21812;30.82808;33.02718;30.72193;31.94348;30.38864
Russia;;--;--;--;--;--;--;--;--;--;--;--;--;229.88834;206.10247;196.87695;188.16297;174.77974;164.74014;164.18178;171.9278;178.1611;176.07274;183.66391;189.9565;194.39428;193.84999;193.05006;201.0932;208.71551;191.4874
Tajikistan;;--;--;--;--;--;--;--;--;--;--;--;--;52.71565;45.83129;45.09605;36.71753;39.85057;37.32469;37.83688;39.56259;38.37915;38.97198;39.05888;41.19096;40.99463;41.91016;40.53313;39.52625;35.63901;32.44095
Turkmenistan;;--;--;--;--;--;--;--;--;--;--;--;--;81.26406;69.01122;71.63504;74.54408;71.91672;72.8138;65.83615;73.49618;91.4664;113.00663;129.8172;166.63914;175.12789;183.19165;183.02642;193.54156;198.35052;200.04468
Ukraine;;--;--;--;--;--;--;--;--;--;--;--;--;165.29446;155.87539;135.63377;134.90765;124.70854;120.4815;117.16263;116.26914;117.35023;116.29132;121.14043;131.8012;132.21208;135.69274;126.68276;136.92257;136.26603;102.91764
Uzbekistan;;--;--;--;--;--;--;--;--;--;--;--;--;76.90431;91.78512;77.21654;81.01483;79.8935;78.30498;75.78436;75.45369;78.05824;80.59215;81.57447;81.86778;85.80925;81.43976;83.05821;82.22446;85.84347;75.88101
Middle East;;62.24201;63.06424;62.77961;68.05557;71.61569;75.1313;77.56949;79.76514;81.70634;83.30831;83.02984;82.52043;86.06935;78.01791;91.12495;90.63304;93.46608;96.28023;98.21927;98.19579;100.25181;101.69581;105.50354;107.8538;111.97356;119.7882;122.65565;119.57477;127.85498;133.3278
Bahrain;;395.65207;434.39535;444.3345;452.68785;420.19672;483.30865;502.19747;583.26951;487.61223;483.34321;512.02928;557.06351;454.53883;508.28272;507.23392;495.03318;484.99573;559.60507;575.48668;572.08508;574.73794;584.02844;605.23546;610.50926;617.25772;663.91634;714.21103;739.23387;759.99935;764.69153
Iran;;39.85542;35.91281;39.50427;46.52259;47.55806;49.29184;48.13038;48.54869;49.90288;53.37303;53.41102;53.44197;53.8596;51.33463;58.07196;59.5597;60.8307;67.13164;68.44339;71.39363;73.18703;77.56398;83.8489;87.39764;89.67995;101.4702;104.8847;106.57769;107.94426;118.67051
Iraq;;39.59992;35.24302;32.62486;37.59214;35.49787;36.09953;38.33966;38.64127;45.0402;46.96099;50.59077;34.33568;46.94757;45.87593;58.09632;57.7901;55.76616;50.10607;49.34165;48.72695;47.8059;48.60183;47.67023;41.00429;44.33589;45.46168;43.79783;45.79508;46.54632;48.78125
Israel;;93.90327;96.54114;97.10582;94.16373;95.41419;87.69378;89.77684;93.19068;99.26815;101.8827;100.90108;103.16111;112.03496;106.53586;119.76254;116.19215;119.94512;126.17823;125.00116;123.43656;132.68222;139.82133;132.01873;131.40709;129.27212;129.88603;128.67097;125.5734;116.9156;125.84499
Jordan;;35.62175;40.631;44.53281;45.89209;45.69986;45.72567;47.42501;49.95782;45.10201;44.67725;44.55222;37.8561;41.48238;35.28261;44.94798;46.23487;47.96001;45.35179;47.99788;46.779;48.09583;45.9387;47.04469;50.15785;54.25109;56.09312;54.8982;51.64912;50.19321;50.73955
Kuwait;;351.07553;245.87603;233.80728;248.11377;248.39279;232.38194;249.20251;284.93338;313.68802;338.53081;208.38436;226.17934;245.92786;278.82173;369.33144;365.05836;442.5782;451.96119;460.54363;451.63946;460.7881;432.12419;420.22024;439.78275;445.87722;495.8077;473.23286;453.28184;451.80006;462.27668
Lebanon;;36.13005;33.0165;31.43238;31.9367;30.16968;34.16755;32.0038;32.63301;29.39265;22.9502;20.76017;33.67629;33.52732;39.16429;47.03667;50.01779;52.15458;59.16872;59.94173;61.08229;61.80288;58.98911;59.5995;61.73775;58.96092;56.14672;50.43629;46.00537;45.15389;45.09154
Oman;;54.55055;55.00597;63.62841;70.29103;69.78162;79.30471;86.70128;86.00341;78.06106;97.23712;102.30574;112.52112;105.41178;110.97416;114.04554;104.9231;105.04767;118.40837;149.58481;126.66532;140.14553;139.47596;141.76855;137.48279;143.99531;181.39066;204.32055;211.49732;245.4771;259.134
Palestine;;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.37836;5.02838;4.97021;6.35985;8.30038;7.4818;7.77766;11.51288;13.71264;14.46149;14.33633;14.97572;15.82424
Qatar;;904.61798;810.3523;914.52596;763.41843;827.39746;683.10906;660.35402;660.70837;648.17355;646.48182;767.7505;861.18161;998.16071;1088.86897;1103.30903;1079.98559;1079.28495;1107.46018;1091.23595;994.46474;1028.3781;762.6907;761.99316;805.89494;929.4449;1074.38314;1129.17322;1162.02566;1174.79881;1229.55595
Saudi Arabia;;165.97342;190.03666;174.2814;177.63367;195.66636;203.31331;215.3558;210.16433;208.98929;197.51154;208.42105;214.6018;214.73829;164.95214;214.28243;203.9835;212.7367;220.28021;223.48403;221.00049;227.70207;235.76262;241.69505;253.32108;267.57308;278.88309;287.2757;255.34932;302.0678;309.29977
Syria;;31.31133;31.95177;31.45248;34.30795;36.48466;36.77792;35.38496;38.6608;38.87496;40.03542;45.0227;40.2853;40.39985;39.839;45.0571;42.15725;43.93683;45.58874;48.08374;48.17531;47.48022;45.14187;47.99304;46.77681;46.76477;43.43587;42.36396;39.93925;38.79439;39.4487
United Arab Emirates;;267.22884;407.78913;363.80323;422.54156;452.97041;584.59045;627.17939;699.89324;722.76566;736.67303;673.14261;770.20818;784.9496;669.37309;643.14448;653.61095;641.94213;644.88639;634.19191;610.16383;579.7237;558.29408;577.76212;564.00646;567.82449;566.1559;595.18446;635.50892;712.47513;679.3804
Yemen;;10.5216;10.41284;11.86245;10.4798;12.91441;13.91727;12.98583;12.49845;12.41215;12.88045;12.90664;12.8841;12.91453;9.26939;9.56534;10.08503;9.95585;10.03065;10.4563;10.61058;11.12593;11.44823;12.17895;12.77529;12.48101;12.62222;13.37787;11.83142;14.39831;15.48295
Africa;;14.18979;14.1759;14.87003;15.1111;15.45607;15.35882;15.37453;15.36421;15.55955;15.08741;14.99914;15.19116;14.94987;13.71845;14.92174;14.92741;14.95501;15.24318;14.74895;14.82209;14.97505;15.33546;15.07841;15.46277;15.79126;16.07299;15.79026;15.99214;16.68114;16.17249
Algeria;;42.58489;35.04165;47.80934;51.93137;54.15619;47.61069;46.83215;48.80239;50.57894;47.77261;48.50312;52.75215;49.4171;40.25236;44.96955;46.3996;44.20161;41.34993;42.43483;41.74972;40.70343;40.68601;40.76924;40.72658;39.30412;45.49461;46.82078;48.54335;50.96961;53.8041
Angola;;8.62509;8.43804;8.80533;9.20788;8.05152;9.63428;9.54009;9.56075;9.7565;9.37158;9.62155;9.74865;9.7838;9.02156;8.97776;9.30007;8.74118;9.46254;8.45847;9.22019;8.76301;11.32058;11.8408;12.2316;12.69649;12.66455;13.88718;15.24761;15.787;15.95843
Benin;;1.90633;1.85759;1.27544;1.81127;1.71176;1.95183;1.83735;1.39573;1.61881;1.68379;1.88901;2.09457;2.27714;2.37016;2.38408;2.52897;2.63586;2.77671;2.88079;3.04948;3.66465;3.58101;3.67257;4.18607;4.72406;4.78976;5.46192;5.75435;5.91045;6.11221
Botswana;;16.86115;16.5013;14.79691;13.90071;13.82142;17.65206;18.11557;19.9569;20.74637;22.99111;26.07308;26.24239;29.05391;26.56155;27.5922;29.03721;26.08498;26.60806;29.50289;29.40172;34.26115;29.98348;29.78616;28.17789;31.61451;33.33466;33.54956;32.10247;32.83503;29.94797
Burkina Faso;;0.97053;0.95222;0.93126;0.91152;0.8889;0.82416;0.93925;0.95113;0.94212;0.81594;0.84379;0.93925;0.91913;0.93765;1.06249;1.04973;1.0656;1.6173;1.43658;1.43265;1.43391;1.38073;1.374;1.37988;1.35954;1.34975;1.29816;1.40689;1.31775;1.2772
Burundi;;0.36989;0.40194;0.34682;0.42927;0.53823;0.56298;0.56059;0.62063;0.89159;0.93403;0.99039;1.06864;0.98574;0.75027;1.17174;1.0681;1.07668;1.08259;1.04612;0.99746;0.96441;1.01054;0.99779;0.96579;0.84901;0.81837;0.75369;0.70008;0.44261;0.73527
Cameroon;;5.37825;5.76562;6.51553;6.29953;6.19852;6.27175;6.63858;6.11865;5.92029;6.69316;6.53714;6.42338;6.26618;4.62774;5.62011;5.61202;5.45105;5.59799;5.46605;5.21841;5.30035;5.19858;4.85121;5.08655;5.14112;4.96873;5.23546;5.44219;5.68069;5.12015
Cape Verde;;15.31139;15.07985;6.56387;6.35634;7.63554;7.43798;2.49326;2.72297;3.88361;4.10005;4.30116;4.33911;4.45372;3.75222;4.7247;4.50892;4.66085;4.56446;4.48973;4.39759;7.38698;4.89113;5.10432;4.99156;9.34713;7.9307;8.79008;10.14684;10.26707;9.84485
Central African Republic;;1.1664;1.38573;1.44612;1.47734;1.37999;1.31784;1.53981;1.37275;1.41114;1.31844;1.37414;1.38782;1.37705;1.36188;1.39607;1.36485;1.35123;1.34998;1.33511;1.30439;1.35405;1.35364;1.36928;1.34493;1.25058;1.21737;1.26424;1.37708;1.38305;1.15984
Chad;;0.89952;0.86048;0.82085;0.78151;0.37034;0.43742;0.76604;0.64506;0.41844;0.41567;0.84332;0.76498;0.74073;0.30476;0.38142;0.36504;0.36162;0.35345;0.34316;0.33295;0.35041;0.3467;0.34683;0.33456;0.29849;0.32124;0.33689;0.38312;0.35821;0.40962
Comoros;;1.9003;1.85375;1.81156;1.76941;1.75365;1.45988;1.42574;2.20488;2.24735;2.19298;2.75741;2.5806;2.49971;1.91858;2.45255;2.37335;2.30255;2.23916;2.25454;2.18705;2.34441;2.35623;2.37579;2.3225;2.32122;2.39315;2.36467;2.82585;2.87801;2.83752
Congo (Brazzaville);;7.13145;8.24382;7.21959;6.24013;6.39602;8.89106;7.55283;8.92044;7.0549;7.85748;8.50371;7.55634;6.97475;5.23166;5.66132;5.55477;5.66046;5.45582;4.98123;3.98392;4.19506;4.93742;4.62266;5.04446;5.27506;6.9198;7.72138;7.90833;10.093;11.32495
Congo (Kinshasa);;3.12678;3.1121;3.06952;3.09769;2.95423;2.92987;3.02485;2.79426;2.99793;2.97308;2.72179;2.60565;2.76634;2.49602;2.2115;2.33879;2.31739;2.06883;1.91703;1.84801;1.76883;1.54541;1.44598;1.42627;1.6337;1.63414;1.60955;1.65453;1.55286;1.55643
Cote dIvoire (IvoryCoast);;8.5973;9.11764;8.24863;7.69054;6.56836;7.46352;7.33588;7.7961;7.86145;7.60612;6.23697;5.0497;4.75129;4.55439;5.19746;5.47447;6.63716;6.08578;6.006;7.60869;7.86314;6.35315;6.05269;6.02012;6.15939;5.93299;5.84122;5.99754;6.41621;6.32341
Djibouti;;67.45739;51.34429;49.93879;35.49688;29.24359;28.31107;24.57221;24.31303;23.31338;52.0632;46.59824;42.61999;43.11628;42.39641;44.3719;43.69223;42.50828;41.34986;39.45867;37.90911;36.82444;36.10737;34.98848;37.04642;39.39289;38.49356;34.95961;33.40146;23.14925;35.0341
Egypt;;16.56862;18.74231;20.29581;22.32761;23.70045;24.22814;24.12626;24.77221;24.48808;24.99356;26.18869;25.64594;25.2021;23.89987;26.76119;26.93637;28.90116;29.30428;29.62853;30.1504;30.77313;33.42423;33.18956;35.00484;36.37701;37.52157;34.61148;36.19449;41.85029;42.94699
Equatorial Guinea;;3.3076;3.10881;3.70568;3.5251;3.36858;3.70515;3.621;3.39635;3.29827;4.66323;4.65699;4.76019;4.39622;4.49388;4.48496;4.34912;4.32745;4.53365;5.99974;5.83059;8.8004;6.9919;94.89191;94.48159;10.69884;88.78528;86.48884;98.03337;94.12107;94.16813
Eritrea;;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.06341;4.26334;4.16028;4.09737;4.25168;3.48483;2.11558;2.42508;2.16833;2.34729;2.11221;2.04424;1.9843;1.81687;2.01425;1.98349
Ethiopia;;0.77949;0.75718;0.8067;0.89241;0.866;1.00802;0.96775;1.06255;1.01129;1.03902;1.03254;0.86433;1.12472;0.99107;0.81437;0.8562;0.6945;0.6829;0.86127;0.98123;1.00543;1.05206;1.09252;1.15589;1.17272;1.21326;1.33082;1.39828;1.59489;1.52466
Gabon;;39.8147;43.82491;40.07317;53.22384;46.35367;38.07401;33.38322;37.83426;39.23758;47.8747;46.1486;46.04273;46.13326;39.94072;42.46707;39.02355;39.46056;40.5217;38.18587;33.35462;29.74163;30.0448;29.13222;29.19499;28.7548;27.45387;29.64489;29.83408;35.76457;29.94479
Gambia, The;;3.33322;3.21804;3.1152;3.01565;3.21466;3.05991;2.75248;3.06834;3.04994;2.89831;2.84965;2.86294;2.747;2.80731;2.98843;2.68673;2.58327;2.49966;2.55287;2.46776;2.66903;2.77646;2.75321;2.70016;2.63543;2.65071;2.76087;3.31526;3.36533;3.56936
Ghana;;7.81775;7.42872;7.25008;4.5566;4.00844;4.4161;5.65112;6.00473;6.39951;6.87226;6.51448;6.58312;6.95605;6.34636;6.64645;6.61038;6.82991;6.59471;5.04465;6.00806;7.23304;7.0262;6.32611;5.93526;6.71042;6.7702;6.66595;5.79926;6.35986;7.75046
Guinea;;3.08979;2.97268;2.95905;2.89932;2.8388;2.3703;2.96549;3.03169;3.02321;2.86594;3.57339;2.65295;2.61296;2.39564;2.59448;2.50511;2.4462;2.53882;2.54156;2.57076;2.6053;2.78553;2.80783;2.52118;2.63421;2.57633;2.46732;2.44952;2.47386;2.25685
Guinea-Bissau;;1.56167;1.52158;1.51132;1.47691;1.94733;2.04844;1.57134;2.82792;3.08278;3.15481;3.89995;3.88965;3.80523;3.16091;3.91112;3.78135;3.73684;3.65966;3.57545;3.4949;3.78863;3.75212;3.80898;3.83105;3.73594;3.80374;3.69562;3.74062;3.60183;4.1374
Kenya;;6.07005;5.99941;5.71598;5.47313;5.20158;5.22139;5.347;4.74243;5.16529;5.39373;5.31533;4.75542;4.93086;4.70801;5.03636;5.10515;5.18399;4.73623;5.10956;4.7683;4.61955;4.56186;4.63487;4.86255;4.94937;5.22362;5.58373;5.46089;4.9446;5.00958
Lesotho;;1.5612;1.37402;1.47681;1.43801;1.40361;1.41141;1.38441;1.35948;0.91078;1.31211;1.67421;1.67352;1.73822;1.73777;1.93342;1.9299;1.9278;1.88218;1.6896;2.44965;3.06612;3.10987;3.19155;3.29891;3.09148;3.44181;2.76526;2.95416;3.06518;3.19657
Liberia;;17.14737;15.35455;14.98823;14.47396;12.31436;12.11924;9.49406;7.1899;8.64318;6.86941;3.80451;2.62239;2.54904;2.50945;2.77774;2.80295;2.86128;2.66388;2.45459;2.31109;2.36997;2.43273;2.56227;2.62552;2.6304;2.5413;2.76204;2.88019;2.45294;2.77476
Libya;;129.51427;111.45127;105.70717;109.15071;105.86229;114.42494;119.30623;118.85266;118.47299;119.23667;123.02608;124.98127;113.55523;98.6595;115.57244;118.66856;124.51975;129.50946;121.4539;111.45828;122.89271;127.04412;129.5708;124.18605;134.31355;134.5848;124.45688;126.16912;120.08268;123.43136
Madagascar;;2.17589;1.84403;1.65249;2.04622;1.97906;2.0898;1.47499;1.95136;2.07609;1.52713;1.45963;1.45456;1.49946;1.40141;1.59722;1.60977;1.59635;1.58121;1.57398;1.5314;1.96451;2.05527;2.24489;2.28627;2.40793;2.25945;2.17008;2.15017;2.27232;2.28875
Malawi;;1.90421;1.92606;1.76084;1.5571;1.49767;1.54402;1.50854;1.48461;1.35556;1.4369;1.56132;1.73652;1.68871;1.57189;1.78933;1.85664;1.83919;1.79774;1.87136;1.92858;1.97732;1.96785;1.96218;1.91255;2.0741;2.13885;2.09021;2.18542;2.11123;2.189
Mali;;1.03175;1.30563;1.02532;1.02624;1.02395;1.08463;0.8814;0.98212;0.6043;1.02314;1.01384;1.02003;1.03377;1.03884;1.03858;1.0238;1.00715;1.01001;0.99529;0.96805;0.96322;0.94276;0.982;0.96324;0.96738;1.03033;0.9346;0.93078;0.92579;1.00465
Mauritania;;5.95273;5.6935;5.64086;5.48589;7.80998;7.54587;4.20388;5.6625;7.09136;8.08391;7.04365;7.24472;22.52913;18.56543;21.65259;21.44247;21.21438;20.9759;20.5298;19.9989;19.89674;19.39529;18.04145;18.07651;14.99593;17.29339;14.45797;13.00609;14.33858;13.84028
Mauritius;;14.17273;12.32052;12.101;12.84165;13.26084;14.14966;17.0537;14.95675;20.2866;23.8292;26.12711;25.88177;30.29448;28.0872;29.23304;31.64181;31.1638;31.1856;31.79835;34.67832;44.99905;49.89539;44.89408;45.87071;47.69879;48.88457;50.90434;51.9943;51.554;52.08679
Morocco;;11.60797;10.90185;10.80254;10.83605;9.9233;10.35523;11.38381;11.18749;11.52574;12.62263;12.87449;13.07373;13.13803;11.95908;15.1804;14.29869;15.01476;15.05237;15.18491;15.75635;15.89923;16.89746;16.92549;16.82139;16.65568;16.64214;17.07118;17.26697;19.3233;19.48065
Mozambique;;14.49781;5.41006;5.12036;6.75043;2.64575;2.53509;1.37875;1.34612;1.96676;1.61513;1.60763;1.61225;1.54955;1.59484;1.443;1.42168;1.32488;1.54349;1.868;4.40257;5.56427;7.04153;7.02007;6.82081;7.20499;7.84811;8.63913;8.54484;7.84834;8.44013
Namibia;;--;--;--;--;--;--;--;--;--;--;23.35915;11.96367;10.90856;11.26133;12.38796;18.97724;17.90425;17.00007;18.44664;20.88137;21.91995;24.50365;25.65314;27.18958;28.35699;28.89568;30.54746;31.35918;34.7595;33.92539
Niger;;1.50174;1.52505;1.56424;1.57565;1.61915;1.58427;1.30369;1.40624;1.83607;1.86583;1.85758;1.81278;1.78221;1.74177;1.73181;1.67022;1.60251;1.53094;1.48559;1.41533;1.37971;1.36347;1.39332;1.37974;1.36821;1.29661;1.24749;1.21588;0.8854;1.24207
Nigeria;;5.64389;6.71429;6.50178;6.38686;6.72708;7.06241;6.74412;6.93055;7.22783;7.62608;7.23427;7.76449;7.73778;7.18445;6.95789;7.60683;7.57381;7.40615;6.93715;6.79177;6.57101;7.22964;7.25372;7.42845;7.30669;7.93663;7.40658;6.9532;7.17786;5.17889
Reunion;;23.43172;24.72865;26.44921;29.16522;30.06622;30.39618;29.84585;31.96243;34.24277;36.75559;38.62934;41.32096;42.00624;42.10322;50.97405;49.86135;50.75936;50.79906;62.80383;61.06976;61.29558;62.69922;61.66772;60.85326;60.57287;61.7112;62.3928;63.93599;65.8741;67.51837
Rwanda;;0.68968;1.21415;1.17731;1.28801;1.87992;1.88395;1.78224;1.77355;1.71649;1.72281;1.71345;1.69904;1.70554;1.14924;1.76997;2.13609;1.75805;1.551;1.51834;1.44038;1.46881;1.43211;1.40879;1.40423;1.28622;1.29202;1.25817;1.08376;1.08452;1.12733
Saint Helena;;0;6.0818;6.32625;6.22407;5.60897;5.41494;5.24351;13.54826;13.42101;13.36446;13.27044;6.47453;6.40733;12.90607;12.84534;12.74178;12.60354;12.53426;12.43389;12.33511;42.87282;24.16959;23.99825;23.83254;17.66979;23.47188;21.62678;23.80008;18.11467;27.70119
Sao Tome and Principe;;5.75859;5.6113;5.61526;5.30415;5.41071;5.44772;5.26205;5.24723;5.11753;5.02657;9.0483;9.28341;9.43647;8.86442;9.50346;9.33734;9.1432;8.98143;8.72421;8.69268;9.80326;9.19002;9.41524;9.27486;8.94434;8.92263;9.82946;11.76015;11.64931;12.97281
Senegal;;6.59078;6.23186;6.21022;5.78396;6.70647;6.40912;6.16378;6.04349;5.02547;5.07379;4.868;4.37856;5.19811;4.29067;6.2329;6.54574;6.40198;5.73739;5.95089;6.40109;6.66835;6.48658;6.60513;6.63522;7.403;7.70169;7.68795;7.61779;7.52669;7.55313
Seychelles;;49.47306;39.16841;35.81385;61.47678;64.016;64.97953;64.58974;68.16802;93.50126;97.9811;88.97081;94.62512;96.07019;96.81094;97.75972;97.34551;96.07558;102.3358;101.31608;100.06741;102.38476;104.12072;149.75395;144.4482;147.96811;144.15781;188.6837;156.13497;169.97764;169.28963
